# x, y, theta, v_l, v_r
22.78, 844.50, 1.434, 19.55, 19.94
22.81, 844.70, 1.438, 19.55, 19.94
22.83, 844.89, 1.442, 19.55, 19.94
22.86, 845.09, 1.446, 19.55, 19.94
22.88, 845.29, 1.450, 19.55, 19.94
22.91, 845.48, 1.453, 19.55, 19.94
22.93, 845.68, 1.457, 19.55, 19.94
22.95, 845.87, 1.461, 19.55, 19.94
22.97, 846.07, 1.465, 19.55, 19.94
22.99, 846.27, 1.469, 19.55, 19.94
23.01, 846.46, 1.473, 19.55, 19.94
23.03, 846.66, 1.477, 19.55, 19.94
23.05, 846.86, 1.481, 19.55, 19.94
23.07, 847.05, 1.485, 19.55, 19.94
23.08, 847.25, 1.489, 19.55, 19.94
23.10, 847.45, 1.493, 19.55, 19.94
23.11, 847.64, 1.496, 19.55, 19.94
23.13, 847.84, 1.500, 19.55, 19.94
23.14, 848.04, 1.504, 19.55, 19.94
23.15, 848.24, 1.508, 19.55, 19.94
23.17, 848.43, 1.512, 19.55, 19.94
23.18, 848.63, 1.516, 19.55, 19.94
23.19, 848.83, 1.520, 19.55, 19.94
23.20, 849.02, 1.524, 19.55, 19.94
23.21, 849.22, 1.528, 19.55, 19.94
23.21, 849.42, 1.532, 19.55, 19.94
23.22, 849.62, 1.536, 19.55, 19.94
23.23, 849.81, 1.540, 19.55, 19.94
23.23, 850.01, 1.543, 19.55, 19.94
23.24, 850.21, 1.547, 19.55, 19.94
23.24, 850.41, 1.551, 19.55, 19.94
23.25, 850.60, 1.555, 19.55, 19.94
23.25, 850.80, 1.559, 19.55, 19.94
23.25, 851.00, 1.563, 19.55, 19.94
23.25, 851.20, 1.567, 19.55, 19.94
23.25, 851.39, 1.571, 19.55, 19.94
23.25, 851.59, 1.575, 19.55, 19.94
23.25, 851.79, 1.579, 19.55, 19.94
23.25, 851.99, 1.583, 19.55, 19.94
23.25, 852.18, 1.586, 19.55, 19.94
23.24, 852.38, 1.590, 19.55, 19.94
23.24, 852.58, 1.594, 19.55, 19.94
23.23, 852.78, 1.598, 19.55, 19.94
23.23, 852.97, 1.602, 19.55, 19.94
23.22, 853.17, 1.606, 19.55, 19.94
23.21, 853.37, 1.610, 19.55, 19.94
23.21, 853.56, 1.614, 19.55, 19.94
23.20, 853.76, 1.618, 19.55, 19.94
23.19, 853.96, 1.622, 19.55, 19.94
23.18, 854.16, 1.626, 19.55, 19.94
23.17, 854.35, 1.629, 19.55, 19.94
23.15, 854.55, 1.633, 19.55, 19.94
23.14, 854.75, 1.637, 19.55, 19.94
23.13, 854.94, 1.641, 19.55, 19.94
23.11, 855.14, 1.645, 19.55, 19.94
23.10, 855.34, 1.649, 19.55, 19.94
23.08, 855.53, 1.653, 19.55, 19.94
23.07, 855.73, 1.657, 19.55, 19.94
23.05, 855.93, 1.661, 19.55, 19.94
23.03, 856.12, 1.665, 19.55, 19.94
23.01, 856.32, 1.669, 19.55, 19.94
22.99, 856.52, 1.672, 19.55, 19.94
22.97, 856.71, 1.676, 19.55, 19.94
22.95, 856.91, 1.680, 19.55, 19.94
22.93, 857.11, 1.684, 19.55, 19.94
22.91, 857.30, 1.688, 19.55, 19.94
22.88, 857.50, 1.692, 19.55, 19.94
22.86, 857.69, 1.696, 19.55, 19.94
22.83, 857.89, 1.700, 19.55, 19.94
22.81, 858.09, 1.704, 19.55, 19.94
22.78, 858.28, 1.708, 19.55, 19.94
22.75, 858.48, 1.712, 19.55, 19.94
22.73, 858.67, 1.715, 19.55, 19.94
22.70, 858.87, 1.719, 19.55, 19.94
22.67, 859.06, 1.723, 19.55, 19.94
22.64, 859.26, 1.727, 19.55, 19.94
22.61, 859.45, 1.731, 19.55, 19.94
22.57, 859.65, 1.735, 19.55, 19.94
22.54, 859.84, 1.739, 19.55, 19.94
22.51, 860.04, 1.743, 19.55, 19.94
22.47, 860.23, 1.747, 19.55, 19.94
22.44, 860.42, 1.751, 19.55, 19.94
22.40, 860.62, 1.755, 19.55, 19.94
22.37, 860.81, 1.758, 19.55, 19.94
22.33, 861.01, 1.762, 19.55, 19.94
22.29, 861.20, 1.766, 19.55, 19.94
22.25, 861.39, 1.770, 19.55, 19.94
22.21, 861.59, 1.774, 19.55, 19.94
22.17, 861.78, 1.778, 19.55, 19.94
22.13, 861.97, 1.782, 19.55, 19.94
22.09, 862.17, 1.786, 19.55, 19.94
22.05, 862.36, 1.790, 19.55, 19.94
22.00, 862.55, 1.794, 19.55, 19.94
21.96, 862.74, 1.798, 19.55, 19.94
21.92, 862.94, 1.801, 19.55, 19.94
21.87, 863.13, 1.805, 19.55, 19.94
21.82, 863.32, 1.809, 19.55, 19.94
21.78, 863.51, 1.813, 19.55, 19.94
21.73, 863.70, 1.817, 19.55, 19.94
21.68, 863.89, 1.821, 19.55, 19.94
21.63, 864.08, 1.825, 19.55, 19.94
21.58, 864.27, 1.829, 19.55, 19.94
21.53, 864.47, 1.833, 19.55, 19.94
21.48, 864.66, 1.837, 19.55, 19.94
21.43, 864.85, 1.841, 19.55, 19.94
21.37, 865.04, 1.844, 19.55, 19.94
21.32, 865.23, 1.848, 19.55, 19.94
21.27, 865.42, 1.852, 19.55, 19.94
21.21, 865.60, 1.856, 19.55, 19.94
21.15, 865.79, 1.860, 19.55, 19.94
21.10, 865.98, 1.864, 19.55, 19.94
21.04, 866.17, 1.868, 19.55, 19.94
20.98, 866.36, 1.872, 19.55, 19.94
20.92, 866.55, 1.876, 19.55, 19.94
20.86, 866.74, 1.880, 19.55, 19.94
20.80, 866.92, 1.884, 19.55, 19.94
20.74, 867.11, 1.888, 19.55, 19.94
20.68, 867.30, 1.891, 19.55, 19.94
20.62, 867.49, 1.895, 19.55, 19.94
20.55, 867.67, 1.899, 19.55, 19.94
20.49, 867.86, 1.903, 19.55, 19.94
20.43, 868.05, 1.907, 19.55, 19.94
20.36, 868.23, 1.911, 19.55, 19.94
20.29, 868.42, 1.915, 19.55, 19.94
20.23, 868.60, 1.919, 19.55, 19.94
20.16, 868.79, 1.923, 19.55, 19.94
20.09, 868.97, 1.927, 19.55, 19.94
20.02, 869.16, 1.931, 19.55, 19.94
19.95, 869.34, 1.934, 19.55, 19.94
19.88, 869.53, 1.938, 19.55, 19.94
19.81, 869.71, 1.942, 19.55, 19.94
19.74, 869.89, 1.946, 19.55, 19.94
19.66, 870.08, 1.950, 19.55, 19.94
19.59, 870.26, 1.954, 19.55, 19.94
19.52, 870.44, 1.958, 19.55, 19.94
19.44, 870.63, 1.962, 19.55, 19.94
19.37, 870.81, 1.966, 19.55, 19.94
19.29, 870.99, 1.970, 19.55, 19.94
19.21, 871.17, 1.974, 19.55, 19.94
19.14, 871.35, 1.977, 19.55, 19.94
19.06, 871.53, 1.981, 19.55, 19.94
18.98, 871.71, 1.985, 19.55, 19.94
18.90, 871.89, 1.989, 19.55, 19.94
18.82, 872.07, 1.993, 19.55, 19.94
18.74, 872.25, 1.997, 19.55, 19.94
18.65, 872.43, 2.001, 19.55, 19.94
18.57, 872.61, 2.005, 19.55, 19.94
18.49, 872.79, 2.009, 19.55, 19.94
18.40, 872.97, 2.013, 19.55, 19.94
18.32, 873.15, 2.017, 19.55, 19.94
18.23, 873.32, 2.020, 19.55, 19.94
18.15, 873.50, 2.024, 19.55, 19.94
18.06, 873.68, 2.028, 19.55, 19.94
17.97, 873.85, 2.032, 19.55, 19.94
17.88, 874.03, 2.036, 19.55, 19.94
17.80, 874.21, 2.040, 19.55, 19.94
17.71, 874.38, 2.044, 19.55, 19.94
17.62, 874.56, 2.048, 19.55, 19.94
17.52, 874.73, 2.052, 19.55, 19.94
17.43, 874.91, 2.056, 19.55, 19.94
17.34, 875.08, 2.060, 19.55, 19.94
17.25, 875.26, 2.063, 19.55, 19.94
17.15, 875.43, 2.067, 19.55, 19.94
17.06, 875.60, 2.071, 19.55, 19.94
16.96, 875.77, 2.075, 19.55, 19.94
16.87, 875.95, 2.079, 19.55, 19.94
16.77, 876.12, 2.083, 19.55, 19.94
16.68, 876.29, 2.087, 19.55, 19.94
16.58, 876.46, 2.091, 19.55, 19.94
16.48, 876.63, 2.095, 19.55, 19.94
16.38, 876.80, 2.099, 19.55, 19.94
16.28, 876.97, 2.103, 19.55, 19.94
16.18, 877.14, 2.106, 19.55, 19.94
16.08, 877.31, 2.110, 19.55, 19.94
15.98, 877.48, 2.114, 19.55, 19.94
15.87, 877.65, 2.118, 19.55, 19.94
15.77, 877.82, 2.122, 19.55, 19.94
15.67, 877.98, 2.126, 19.55, 19.94
15.56, 878.15, 2.130, 19.55, 19.94
15.46, 878.32, 2.134, 19.55, 19.94
15.35, 878.48, 2.138, 19.55, 19.94
15.25, 878.65, 2.142, 19.55, 19.94
15.14, 878.82, 2.146, 19.55, 19.94
15.03, 878.98, 2.149, 19.55, 19.94
14.92, 879.15, 2.153, 19.55, 19.94
14.81, 879.31, 2.157, 19.55, 19.94
14.70, 879.47, 2.161, 19.55, 19.94
14.59, 879.64, 2.165, 19.55, 19.94
14.48, 879.80, 2.169, 19.55, 19.94
14.37, 879.96, 2.173, 19.55, 19.94
14.26, 880.12, 2.177, 19.55, 19.94
14.15, 880.29, 2.181, 19.55, 19.94
14.03, 880.45, 2.185, 19.55, 19.94
13.92, 880.61, 2.189, 19.55, 19.94
13.80, 880.77, 2.192, 19.55, 19.94
13.69, 880.93, 2.196, 19.55, 19.94
13.57, 881.09, 2.200, 19.55, 19.94
13.46, 881.25, 2.204, 19.55, 19.94
13.34, 881.41, 2.208, 19.55, 19.94
13.22, 881.56, 2.212, 19.55, 19.94
13.10, 881.72, 2.216, 19.55, 19.94
12.98, 881.88, 2.220, 19.55, 19.94
12.86, 882.03, 2.224, 19.55, 19.94
12.74, 882.19, 2.228, 19.55, 19.94
12.63, 882.34, 2.213, 19.55, 18.08
12.52, 882.50, 2.198, 19.55, 18.08
12.41, 882.65, 2.184, 19.55, 18.08
12.30, 882.81, 2.169, 19.55, 18.08
12.20, 882.96, 2.154, 19.55, 18.08
12.10, 883.12, 2.140, 19.55, 18.08
11.99, 883.28, 2.125, 19.55, 18.08
11.90, 883.45, 2.110, 19.55, 18.08
11.80, 883.61, 2.096, 19.55, 18.08
11.71, 883.77, 2.081, 19.55, 18.08
11.62, 883.94, 2.066, 19.55, 18.08
11.53, 884.11, 2.052, 19.55, 18.08
11.44, 884.28, 2.037, 19.55, 18.08
11.36, 884.45, 2.022, 19.55, 18.08
11.28, 884.62, 2.008, 19.55, 18.08
11.20, 884.79, 1.993, 19.55, 18.08
11.13, 884.96, 1.978, 19.55, 18.08
11.05, 885.14, 1.964, 19.55, 18.08
10.98, 885.31, 1.949, 19.55, 18.08
10.91, 885.49, 1.934, 19.55, 18.08
10.85, 885.67, 1.920, 19.55, 18.08
10.78, 885.85, 1.905, 19.55, 18.08
10.72, 886.02, 1.890, 19.55, 18.08
10.67, 886.20, 1.876, 19.55, 18.08
10.61, 886.39, 1.861, 19.55, 18.08
10.56, 886.57, 1.846, 19.55, 18.08
10.51, 886.75, 1.832, 19.55, 18.08
10.46, 886.93, 1.817, 19.55, 18.08
10.42, 887.11, 1.802, 19.55, 18.08
10.37, 887.30, 1.788, 19.55, 18.08
10.34, 887.48, 1.773, 19.55, 18.08
10.30, 887.67, 1.758, 19.55, 18.08
10.27, 887.85, 1.744, 19.55, 18.08
10.23, 888.04, 1.729, 19.55, 18.08
10.21, 888.23, 1.714, 19.55, 18.08
10.18, 888.41, 1.700, 19.55, 18.08
10.16, 888.60, 1.685, 19.55, 18.08
10.14, 888.79, 1.670, 19.55, 18.08
10.12, 888.98, 1.656, 19.55, 18.08
10.11, 889.16, 1.641, 19.55, 18.08
10.09, 889.35, 1.627, 19.55, 18.08
10.08, 889.54, 1.612, 19.55, 18.08
10.08, 889.73, 1.597, 19.55, 18.08
10.07, 889.92, 1.583, 19.55, 18.08
10.07, 890.10, 1.568, 19.55, 18.08
10.08, 890.29, 1.553, 19.55, 18.08
10.08, 890.48, 1.539, 19.55, 18.08
10.09, 890.67, 1.524, 19.55, 18.08
10.10, 890.86, 1.509, 19.55, 18.08
10.11, 891.04, 1.495, 19.55, 18.08
10.13, 891.23, 1.480, 19.55, 18.08
10.15, 891.42, 1.465, 19.55, 18.08
10.17, 891.60, 1.451, 19.55, 18.08
10.19, 891.79, 1.436, 19.55, 18.08
10.22, 891.98, 1.421, 19.55, 18.08
10.25, 892.16, 1.407, 19.55, 18.08
10.28, 892.35, 1.392, 19.55, 18.08
10.31, 892.53, 1.377, 19.55, 18.08
10.35, 892.72, 1.363, 19.55, 18.08
10.39, 892.90, 1.348, 19.55, 18.08
10.43, 893.08, 1.333, 19.55, 18.08
10.48, 893.26, 1.319, 19.55, 18.08
10.53, 893.44, 1.304, 19.55, 18.08
10.58, 893.62, 1.289, 19.55, 18.08
10.63, 893.80, 1.275, 19.55, 18.08
10.69, 893.98, 1.260, 19.55, 18.08
10.75, 894.16, 1.245, 19.55, 18.08
10.81, 894.34, 1.231, 19.55, 18.08
10.87, 894.51, 1.216, 19.55, 18.08
10.94, 894.69, 1.201, 19.55, 18.08
11.01, 894.86, 1.187, 19.55, 18.08
11.08, 895.04, 1.172, 19.55, 18.08
11.16, 895.21, 1.157, 19.55, 18.08
11.23, 895.38, 1.143, 19.55, 18.08
11.31, 895.55, 1.128, 19.55, 18.08
11.39, 895.72, 1.113, 19.55, 18.08
11.48, 895.88, 1.099, 19.55, 18.08
11.56, 896.05, 1.084, 19.55, 18.08
11.65, 896.21, 1.069, 19.55, 18.08
11.75, 896.38, 1.055, 19.55, 18.08
11.84, 896.55, 1.059, 19.55, 19.94
11.94, 896.72, 1.062, 19.55, 19.94
12.03, 896.89, 1.066, 19.55, 19.94
12.13, 897.07, 1.070, 19.55, 19.94
12.22, 897.24, 1.074, 19.55, 19.94
12.32, 897.41, 1.078, 19.55, 19.94
12.41, 897.59, 1.082, 19.55, 19.94
12.50, 897.76, 1.086, 19.55, 19.94
12.60, 897.94, 1.090, 19.55, 19.94
12.69, 898.12, 1.094, 19.55, 19.94
12.78, 898.29, 1.098, 19.55, 19.94
12.87, 898.47, 1.102, 19.55, 19.94
12.96, 898.64, 1.105, 19.55, 19.94
13.04, 898.82, 1.109, 19.55, 19.94
13.13, 899.00, 1.113, 19.55, 19.94
13.22, 899.18, 1.117, 19.55, 19.94
13.30, 899.35, 1.121, 19.55, 19.94
13.39, 899.53, 1.125, 19.55, 19.94
13.47, 899.71, 1.129, 19.55, 19.94
13.56, 899.89, 1.133, 19.55, 19.94
13.64, 900.07, 1.137, 19.55, 19.94
13.72, 900.25, 1.141, 19.55, 19.94
13.81, 900.43, 1.145, 19.55, 19.94
13.89, 900.61, 1.148, 19.55, 19.94
13.97, 900.79, 1.152, 19.55, 19.94
14.05, 900.97, 1.156, 19.55, 19.94
14.13, 901.15, 1.160, 19.55, 19.94
14.21, 901.33, 1.164, 19.55, 19.94
14.28, 901.52, 1.168, 19.55, 19.94
14.36, 901.70, 1.172, 19.55, 19.94
14.44, 901.88, 1.176, 19.55, 19.94
14.51, 902.06, 1.180, 19.55, 19.94
14.59, 902.25, 1.184, 19.55, 19.94
14.66, 902.43, 1.188, 19.55, 19.94
14.73, 902.61, 1.192, 19.55, 19.94
14.81, 902.80, 1.195, 19.55, 19.94
14.88, 902.98, 1.199, 19.55, 19.94
14.95, 903.16, 1.203, 19.55, 19.94
15.02, 903.35, 1.207, 19.55, 19.94
15.09, 903.53, 1.211, 19.55, 19.94
15.16, 903.72, 1.215, 19.55, 19.94
15.23, 903.90, 1.219, 19.55, 19.94
15.30, 904.09, 1.223, 19.55, 19.94
15.36, 904.28, 1.227, 19.55, 19.94
15.43, 904.46, 1.231, 19.55, 19.94
15.50, 904.65, 1.235, 19.55, 19.94
15.56, 904.84, 1.238, 19.55, 19.94
15.62, 905.02, 1.242, 19.55, 19.94
15.69, 905.21, 1.246, 19.55, 19.94
15.75, 905.40, 1.250, 19.55, 19.94
15.81, 905.59, 1.254, 19.55, 19.94
15.87, 905.77, 1.258, 19.55, 19.94
15.93, 905.96, 1.262, 19.55, 19.94
15.99, 906.15, 1.266, 19.55, 19.94
16.05, 906.34, 1.270, 19.55, 19.94
16.11, 906.53, 1.274, 19.55, 19.94
16.17, 906.72, 1.278, 19.55, 19.94
16.22, 906.91, 1.281, 19.55, 19.94
16.28, 907.10, 1.285, 19.55, 19.94
16.34, 907.29, 1.289, 19.55, 19.94
16.39, 907.48, 1.293, 19.55, 19.94
16.44, 907.67, 1.297, 19.55, 19.94
16.50, 907.86, 1.301, 19.55, 19.94
16.55, 908.05, 1.305, 19.55, 19.94
16.60, 908.24, 1.309, 19.55, 19.94
16.65, 908.43, 1.313, 19.55, 19.94
16.70, 908.62, 1.317, 19.55, 19.94
16.75, 908.81, 1.321, 19.55, 19.94
16.80, 909.00, 1.324, 19.55, 19.94
16.85, 909.20, 1.328, 19.55, 19.94
16.89, 909.39, 1.332, 19.55, 19.94
16.94, 909.58, 1.336, 19.55, 19.94
16.99, 909.77, 1.340, 19.55, 19.94
17.03, 909.96, 1.344, 19.55, 19.94
17.07, 910.16, 1.348, 19.55, 19.94
17.12, 910.35, 1.352, 19.55, 19.94
17.16, 910.54, 1.356, 19.55, 19.94
17.20, 910.74, 1.360, 19.55, 19.94
17.24, 910.93, 1.364, 19.55, 19.94
17.28, 911.12, 1.367, 19.55, 19.94
17.32, 911.32, 1.371, 19.55, 19.94
17.36, 911.51, 1.375, 19.55, 19.94
17.40, 911.70, 1.379, 19.55, 19.94
17.44, 911.90, 1.383, 19.55, 19.94
17.47, 912.09, 1.387, 19.55, 19.94
17.51, 912.29, 1.391, 19.55, 19.94
17.54, 912.48, 1.395, 19.55, 19.94
17.58, 912.68, 1.399, 19.55, 19.94
17.61, 912.87, 1.403, 19.55, 19.94
17.64, 913.07, 1.407, 19.55, 19.94
17.68, 913.26, 1.410, 19.55, 19.94
17.71, 913.46, 1.414, 19.55, 19.94
17.74, 913.65, 1.418, 19.55, 19.94
17.77, 913.85, 1.422, 19.55, 19.94
17.80, 914.04, 1.426, 19.55, 19.94
17.82, 914.24, 1.430, 19.55, 19.94
17.85, 914.43, 1.434, 19.55, 19.94
17.88, 914.63, 1.438, 19.55, 19.94
17.90, 914.82, 1.442, 19.55, 19.94
17.93, 915.02, 1.446, 19.55, 19.94
17.95, 915.22, 1.450, 19.55, 19.94
17.98, 915.41, 1.453, 19.55, 19.94
18.00, 915.61, 1.457, 19.55, 19.94
18.02, 915.80, 1.461, 19.55, 19.94
18.04, 916.00, 1.465, 19.55, 19.94
18.06, 916.20, 1.469, 19.55, 19.94
18.08, 916.39, 1.473, 19.55, 19.94
18.10, 916.59, 1.477, 19.55, 19.94
18.12, 916.79, 1.481, 19.55, 19.94
18.14, 916.98, 1.485, 19.55, 19.94
18.15, 917.18, 1.489, 19.55, 19.94
18.17, 917.38, 1.493, 19.55, 19.94
18.18, 917.57, 1.496, 19.55, 19.94
18.20, 917.77, 1.500, 19.55, 19.94
18.21, 917.97, 1.504, 19.55, 19.94
18.23, 918.17, 1.508, 19.55, 19.94
18.24, 918.36, 1.512, 19.55, 19.94
18.25, 918.56, 1.516, 19.55, 19.94
18.26, 918.76, 1.520, 19.55, 19.94
18.27, 918.95, 1.524, 19.55, 19.94
18.28, 919.15, 1.528, 19.55, 19.94
18.29, 919.35, 1.532, 19.55, 19.94
18.29, 919.55, 1.536, 19.55, 19.94
18.30, 919.74, 1.540, 19.55, 19.94
18.31, 919.94, 1.543, 19.55, 19.94
18.31, 920.14, 1.547, 19.55, 19.94
18.31, 920.34, 1.551, 19.55, 19.94
18.32, 920.53, 1.555, 19.55, 19.94
18.32, 920.73, 1.559, 19.55, 19.94
18.32, 920.93, 1.563, 19.55, 19.94
18.32, 921.13, 1.567, 19.55, 19.94
18.32, 921.32, 1.571, 19.55, 19.94
18.32, 921.52, 1.575, 19.55, 19.94
18.32, 921.72, 1.579, 19.55, 19.94
18.32, 921.92, 1.583, 19.55, 19.94
18.32, 922.11, 1.586, 19.55, 19.94
18.31, 922.31, 1.590, 19.55, 19.94
18.31, 922.51, 1.594, 19.55, 19.94
18.31, 922.71, 1.598, 19.55, 19.94
18.30, 922.90, 1.602, 19.55, 19.94
18.29, 923.10, 1.606, 19.55, 19.94
18.29, 923.30, 1.610, 19.55, 19.94
18.28, 923.49, 1.614, 19.55, 19.94
18.27, 923.69, 1.618, 19.55, 19.94
18.26, 923.89, 1.622, 19.55, 19.94
18.25, 924.09, 1.626, 19.55, 19.94
18.24, 924.28, 1.629, 19.55, 19.94
18.23, 924.48, 1.633, 19.55, 19.94
18.21, 924.68, 1.637, 19.55, 19.94
18.20, 924.87, 1.641, 19.55, 19.94
18.18, 925.07, 1.645, 19.55, 19.94
18.17, 925.27, 1.649, 19.55, 19.94
18.15, 925.47, 1.653, 19.55, 19.94
18.14, 925.66, 1.657, 19.55, 19.94
18.12, 925.86, 1.661, 19.55, 19.94
18.10, 926.05, 1.665, 19.55, 19.94
18.08, 926.25, 1.669, 19.55, 19.94
18.06, 926.45, 1.672, 19.55, 19.94
18.04, 926.64, 1.676, 19.55, 19.94
18.02, 926.84, 1.680, 19.55, 19.94
18.00, 927.04, 1.684, 19.55, 19.94
17.98, 927.23, 1.688, 19.55, 19.94
17.95, 927.43, 1.692, 19.55, 19.94
17.93, 927.62, 1.696, 19.55, 19.94
17.90, 927.82, 1.700, 19.55, 19.94
17.88, 928.02, 1.704, 19.55, 19.94
17.85, 928.21, 1.708, 19.55, 19.94
17.82, 928.41, 1.712, 19.55, 19.94
17.80, 928.60, 1.715, 19.55, 19.94
17.77, 928.80, 1.719, 19.55, 19.94
17.74, 928.99, 1.723, 19.55, 19.94
17.71, 929.19, 1.727, 19.55, 19.94
17.68, 929.38, 1.731, 19.55, 19.94
17.64, 929.58, 1.735, 19.55, 19.94
17.61, 929.77, 1.739, 19.55, 19.94
17.58, 929.97, 1.743, 19.55, 19.94
17.54, 930.16, 1.747, 19.55, 19.94
17.51, 930.35, 1.751, 19.55, 19.94
17.47, 930.55, 1.755, 19.55, 19.94
17.44, 930.74, 1.758, 19.55, 19.94
17.40, 930.94, 1.762, 19.55, 19.94
17.36, 931.13, 1.766, 19.55, 19.94
17.32, 931.32, 1.770, 19.55, 19.94
17.28, 931.52, 1.774, 19.55, 19.94
17.24, 931.71, 1.778, 19.55, 19.94
17.20, 931.90, 1.782, 19.55, 19.94
17.16, 932.10, 1.786, 19.55, 19.94
17.12, 932.29, 1.790, 19.55, 19.94
17.08, 932.48, 1.794, 19.55, 19.94
17.03, 932.67, 1.798, 19.55, 19.94
16.99, 932.87, 1.801, 19.55, 19.94
16.94, 933.06, 1.805, 19.55, 19.94
16.89, 933.25, 1.809, 19.55, 19.94
16.85, 933.44, 1.813, 19.55, 19.94
16.80, 933.63, 1.817, 19.55, 19.94
16.75, 933.82, 1.821, 19.55, 19.94
16.70, 934.01, 1.825, 19.55, 19.94
16.65, 934.21, 1.829, 19.55, 19.94
16.60, 934.40, 1.833, 19.55, 19.94
16.55, 934.59, 1.837, 19.55, 19.94
16.50, 934.78, 1.841, 19.55, 19.94
16.44, 934.97, 1.844, 19.55, 19.94
16.39, 935.16, 1.848, 19.55, 19.94
16.34, 935.35, 1.852, 19.55, 19.94
16.28, 935.54, 1.856, 19.55, 19.94
16.22, 935.72, 1.860, 19.55, 19.94
16.17, 935.91, 1.864, 19.55, 19.94
16.11, 936.10, 1.868, 19.55, 19.94
16.05, 936.29, 1.872, 19.55, 19.94
15.99, 936.48, 1.876, 19.55, 19.94
15.93, 936.67, 1.880, 19.55, 19.94
15.87, 936.85, 1.884, 19.55, 19.94
15.81, 937.04, 1.888, 19.55, 19.94
15.75, 937.23, 1.891, 19.55, 19.94
15.69, 937.42, 1.895, 19.55, 19.94
15.62, 937.60, 1.899, 19.55, 19.94
15.56, 937.79, 1.903, 19.55, 19.94
15.50, 937.98, 1.907, 19.55, 19.94
15.43, 938.16, 1.911, 19.55, 19.94
15.36, 938.35, 1.915, 19.55, 19.94
15.30, 938.53, 1.919, 19.55, 19.94
15.23, 938.72, 1.923, 19.55, 19.94
15.16, 938.90, 1.927, 19.55, 19.94
15.09, 939.09, 1.931, 19.55, 19.94
15.02, 939.27, 1.934, 19.55, 19.94
14.95, 939.46, 1.938, 19.55, 19.94
14.88, 939.64, 1.942, 19.55, 19.94
14.81, 939.82, 1.946, 19.55, 19.94
14.74, 940.01, 1.950, 19.55, 19.94
14.66, 940.19, 1.954, 19.55, 19.94
14.59, 940.37, 1.958, 19.55, 19.94
14.51, 940.56, 1.962, 19.55, 19.94
14.44, 940.74, 1.966, 19.55, 19.94
14.36, 940.92, 1.970, 19.55, 19.94
14.28, 941.10, 1.974, 19.55, 19.94
14.21, 941.28, 1.977, 19.55, 19.94
14.13, 941.46, 1.981, 19.55, 19.94
14.05, 941.64, 1.985, 19.55, 19.94
13.97, 941.82, 1.989, 19.55, 19.94
13.89, 942.00, 1.993, 19.55, 19.94
13.81, 942.18, 1.997, 19.55, 19.94
13.72, 942.36, 2.001, 19.55, 19.94
13.64, 942.54, 2.005, 19.55, 19.94
13.56, 942.72, 2.009, 19.55, 19.94
13.47, 942.90, 2.013, 19.55, 19.94
13.39, 943.08, 2.017, 19.55, 19.94
13.30, 943.25, 2.020, 19.55, 19.94
13.22, 943.43, 2.024, 19.55, 19.94
13.13, 943.61, 2.028, 19.55, 19.94
13.04, 943.79, 2.032, 19.55, 19.94
12.96, 943.96, 2.036, 19.55, 19.94
12.87, 944.14, 2.040, 19.55, 19.94
12.78, 944.31, 2.044, 19.55, 19.94
12.69, 944.49, 2.048, 19.55, 19.94
12.60, 944.66, 2.052, 19.55, 19.94
12.50, 944.84, 2.056, 19.55, 19.94
12.41, 945.01, 2.060, 19.55, 19.94
12.32, 945.19, 2.063, 19.55, 19.94
12.22, 945.36, 2.067, 19.55, 19.94
12.13, 945.53, 2.071, 19.55, 19.94
12.04, 945.70, 2.075, 19.55, 19.94
11.94, 945.88, 2.079, 19.55, 19.94
11.84, 946.05, 2.083, 19.55, 19.94
11.75, 946.22, 2.087, 19.55, 19.94
11.65, 946.39, 2.091, 19.55, 19.94
11.55, 946.56, 2.095, 19.55, 19.94
11.45, 946.73, 2.099, 19.55, 19.94
11.35, 946.90, 2.103, 19.55, 19.94
11.25, 947.07, 2.106, 19.55, 19.94
11.15, 947.24, 2.110, 19.55, 19.94
11.05, 947.41, 2.114, 19.55, 19.94
10.95, 947.58, 2.118, 19.55, 19.94
10.84, 947.75, 2.122, 19.55, 19.94
10.74, 947.91, 2.126, 19.55, 19.94
10.63, 948.08, 2.130, 19.55, 19.94
10.53, 948.25, 2.134, 19.55, 19.94
10.42, 948.42, 2.138, 19.55, 19.94
10.32, 948.58, 2.142, 19.55, 19.94
10.21, 948.75, 2.146, 19.55, 19.94
10.10, 948.91, 2.149, 19.55, 19.94
9.99, 949.08, 2.153, 19.55, 19.94
9.88, 949.24, 2.157, 19.55, 19.94
9.78, 949.40, 2.161, 19.55, 19.94
9.66, 949.57, 2.165, 19.55, 19.94
9.55, 949.73, 2.169, 19.55, 19.94
9.44, 949.89, 2.173, 19.55, 19.94
9.33, 950.06, 2.177, 19.55, 19.94
9.22, 950.22, 2.181, 19.55, 19.94
9.10, 950.38, 2.185, 19.55, 19.94
8.99, 950.54, 2.189, 19.55, 19.94
8.88, 950.69, 2.174, 19.55, 18.08
8.78, 950.85, 2.159, 19.55, 18.08
8.67, 951.01, 2.145, 19.55, 18.08
8.57, 951.17, 2.130, 19.55, 18.08
8.47, 951.33, 2.115, 19.55, 18.08
8.38, 951.50, 2.101, 19.55, 18.08
8.28, 951.66, 2.086, 19.55, 18.08
8.19, 951.83, 2.071, 19.55, 18.08
